tweet_id,user,user_id,created_at,text,geo,coordinates,scraped_at
176434821860569090,TEA_PARTY_PALS,425063005,"2012-03-04 22:31:54+00:00","RT @NHTeaParties: Tea Partiers who now embrace Santorum should stop pretending they're any sort of independent, anti-estab movement. They belong to the GOP.",None,null,"2012-03-06 01:20:04.095800"
176440328730066944,immoderator,30296864,"2012-03-04 22:53:47+00:00","Newt #Gingrich: #Obama’s Goal Is ‘$8 or $9 a Gallon’ #Gas http://t.co/SxS8fRQC (via @ABC) #gop #RepublicanNomination",None,null,"2012-03-06 01:20:10.747081"
176447027767545856,Gengm7,413430640,"2012-03-04 23:20:24+00:00","RT @Youxia88: @Gengm7 @Oil_Ranger I tweet for Newt #Gingrich #MyVoteFactor http://t.co/ZDkiArR0 Tweet Your (cont) http://t.co/07vFlQjk",None,null,"2012-03-06 01:20:10.746309"
176448532738355203,tmims50,21351067,"2012-03-04 23:26:23+00:00","RT @Youxia88: @tmims50 @TheKotel YHVH! Father! We Pray a prayer shield over Newt Gingrich and pray he gets in as (cont) http://t.co/NpK2pnEE",None,null,"2012-03-06 01:20:10.745536"
176448825823735808,CapeMayMeg,37094526,"2012-03-04 23:27:32+00:00","RT @Youxia88: @tmims50 @TheKotel YHVH! Father! We Pray a prayer shield over Newt Gingrich and pray he gets in as (cont) http://t.co/NpK2pnEE",None,null,"2012-03-06 01:20:10.744763"
176450801164763137,vcthree,209274805,"2012-03-04 23:35:23+00:00","Newt Gingrich has always had ridiculous fantasies. $2.50/gal gas is just another one of those. How does that happen w/ speculators?",None,null,"2012-03-06 01:20:10.743393"
176452289211547648,panthersonny43,244097711,"2012-03-04 23:41:18+00:00","Gingrich: High gas prices will 'crater' the economy #energy #gasprices #tcot #gingrich http://t.co/FMz5aJ67",None,null,"2012-03-06 01:20:10.742625"
176452838048792576,WhittyPics,104261303,"2012-03-04 23:43:29+00:00","Currently reading Gingrich Slams Media on Limbaugh Focus http://t.co/5MLkqKbw",None,null,"2012-03-06 01:20:10.741855"
176455932967010304,ThoughtsByAK,474256804,"2012-03-04 23:55:47+00:00","This pres. election period is so fucking depressing this time around. Romney? Gingrich?? Santorum??? #ILOVEYOURON! http://t.co/afsTr71I",None,null,"2012-03-06 10:50:06.886278"
176456406038347776,_Obelisk_,49057781,"2012-03-04 23:57:40+00:00","Poll Romney catches Santorum in Ohio dead heat: Republican presidential candidate Mitt Romney has surged into a ... http://t.co/lbLuiGUo",None,null,"2012-03-06 01:20:04.095017"
176459410892275713,adamvanho,50807638,"2012-03-05 00:09:36+00:00","RT @LOLGOP: Rick Santorum is vowing to break up hundreds of thousands of marriages. Who does he think he is? Newt Gingrich? http://t.co/kIAZO1Oj",None,null,"2012-03-06 10:50:06.885492"
176459434267123712,nyyankee70,83925603,"2012-03-05 00:09:42+00:00","RT @LOLGOP: Rick Santorum is vowing to break up hundreds of thousands of marriages. Who does he think he is? Newt Gingrich? http://t.co/kIAZO1Oj",None,null,"2012-03-06 10:50:06.884705"
